date,consumption_gallons_dirty,consumption_gallons_clean,temp_f,base_load,seasonal_component,heat_effect,heatwave_effect,freeze_effect,holiday_effect,weekend_effect,noise,day_of_year,day_of_week,month,year,is_heatwave,is_freeze_event,is_holiday,is_weekend,data_quality_flag,trend_multiplier
2023-12-26,61139283.0,61139283.0,57.2,89212183.0,-28096097.0,0.0,0.0,0.0,0.0,0.0,23197.0,360,1,12,2023,0,0,0,0,CLEAN,1.049555
2023-12-27,60769613.0,60769613.0,66.7,89218001.0,-28285380.0,0.0,0.0,0.0,0.0,0.0,-163008.0,361,2,12,2023,0,0,0,0,CLEAN,1.049624
2023-12-28,60132106.0,60132106.0,61.9,89223819.0,-28464793.0,0.0,0.0,0.0,0.0,0.0,-626921.0,362,3,12,2023,0,0,0,0,CLEAN,1.049692
2023-12-29,63287081.0,63287081.0,63.8,89229637.0,-28634069.0,0.0,0.0,0.0,0.0,0.0,2691513.0,363,4,12,2023,0,0,0,0,CLEAN,1.04976
2023-12-30,64746754.0,64746754.0,56.1,89235455.0,-28792950.0,0.0,0.0,0.0,0.0,3569418.0,734831.0,364,5,12,2023,0,0,0,1,CLEAN,1.049829
2023-12-31,64841713.0,64841713.0,56.2,89241273.0,-28941180.0,0.0,0.0,0.0,0.0,3569651.0,971969.0,365,6,12,2023,0,0,0,1,CLEAN,1.049897
2024-01-01,58890021.0,58890021.0,61.0,89247091.0,-29110636.0,0.0,0.0,0.0,0.0,0.0,-1246434.0,1,0,1,2024,0,0,0,0,CLEAN,1.049966
2024-01-02,58681262.0,58681262.0,59.4,89252909.0,-29233998.0,0.0,0.0,0.0,0.0,0.0,-1337649.0,2,1,1,2024,0,0,0,0,CLEAN,1.050034
2024-01-03,59962084.0,59962084.0,61.3,89258727.0,-29345922.0,0.0,0.0,0.0,0.0,0.0,49278.0,3,2,1,2024,0,0,0,0,CLEAN,1.050103
2024-01-04,60050018.0,60050018.0,58.4,89264545.0,-29446178.0,0.0,0.0,0.0,0.0,0.0,231651.0,4,3,1,2024,0,0,0,0,CLEAN,1.050171
2024-01-05,57250113.0,57250113.0,60.3,89270363.0,-29534546.0,0.0,0.0,0.0,0.0,0.0,-2485704.0,5,4,1,2024,0,0,0,0,CLEAN,1.05024
2024-01-06,62994961.0,62994961.0,59.8,89276181.0,-29610811.0,0.0,0.0,0.0,0.0,3571047.0,-241457.0,6,5,1,2024,0,0,0,1,CLEAN,1.050308
2024-01-07,63197359.0,63197359.0,62.3,89281999.0,-29674765.0,0.0,0.0,0.0,0.0,3571280.0,18846.0,7,6,1,2024,0,0,0,1,CLEAN,1.050376
2024-01-08,59273454.0,59273454.0,62.4,89287817.0,-29726210.0,0.0,0.0,0.0,0.0,0.0,-288153.0,8,0,1,2024,0,0,0,0,CLEAN,1.050445
2024-01-09,58439222.0,58439222.0,52.7,89293634.0,-29764954.0,0.0,0.0,0.0,0.0,0.0,-1089459.0,9,1,1,2024,0,0,0,0,CLEAN,1.050513
2024-01-10,58785934.0,58785934.0,50.3,89299452.0,-29790815.0,0.0,0.0,0.0,0.0,0.0,-722703.0,10,2,1,2024,0,0,0,0,CLEAN,1.050582
2024-01-11,59264735.0,59264735.0,63.3,89305270.0,-29803619.0,0.0,0.0,0.0,0.0,0.0,-236917.0,11,3,1,2024,0,0,0,0,CLEAN,1.05065
2024-01-12,59629531.0,59629531.0,64.1,89311088.0,-29803199.0,0.0,0.0,0.0,0.0,0.0,121642.0,12,4,1,2024,0,0,0,0,CLEAN,1.050719
2024-01-13,63910454.0,63910454.0,55.3,89316906.0,-29789400.0,0.0,0.0,0.0,0.0,3572676.0,810272.0,13,5,1,2024,0,0,0,1,CLEAN,1.050787
2024-01-14,64581733.0,64581733.0,52.0,89322724.0,-29762076.0,0.0,0.0,0.0,0.0,3572909.0,1448175.0,14,6,1,2024,0,0,0,1,CLEAN,1.050856
2024-01-15,59213050.0,59213050.0,59.9,89328542.0,-29721087.0,0.0,0.0,0.0,0.0,0.0,-394405.0,15,0,1,2024,0,0,0,0,CLEAN,1.050924
2024-01-16,59056796.0,59056796.0,63.3,89334360.0,-29666308.0,0.0,0.0,0.0,0.0,0.0,-611256.0,16,1,1,2024,0,0,0,0,CLEAN,1.050992
2024-01-17,60329062.0,60329062.0,66.8,89340178.0,-29597619.0,0.0,0.0,0.0,0.0,0.0,586504.0,17,2,1,2024,0,0,0,0,CLEAN,1.051061
2024-01-18,60649730.0,60649730.0,61.8,89345996.0,-29514914.0,0.0,0.0,0.0,0.0,0.0,818648.0,18,3,1,2024,0,0,0,0,CLEAN,1.051129
2024-01-19,59351769.0,59351769.0,58.3,89351814.0,-29418096.0,0.0,0.0,0.0,0.0,0.0,-581949.0,19,4,1,2024,0,0,0,0,CLEAN,1.051198
2024-01-20,64684275.0,64684275.0,56.3,89357632.0,-29307077.0,0.0,0.0,0.0,0.0,3574305.0,1059415.0,20,5,1,2024,0,0,0,1,CLEAN,1.051266
2024-01-21,65069293.0,65069293.0,60.0,89363450.0,-29181781.0,0.0,0.0,0.0,0.0,3574538.0,1313087.0,21,6,1,2024,0,0,0,1,CLEAN,1.051335
2024-01-22,62058679.0,62058679.0,58.9,89369268.0,-29042144.0,0.0,0.0,0.0,0.0,0.0,1731556.0,22,0,1,2024,0,0,0,0,CLEAN,1.051403
2024-01-23,62871038.0,62871038.0,56.1,89375086.0,-28888111.0,0.0,0.0,0.0,0.0,0.0,2384064.0,23,1,1,2024,0,0,0,0,CLEAN,1.051472
2024-01-24,59499649.0,59499649.0,68.5,89380903.0,-28719639.0,0.0,0.0,0.0,0.0,0.0,-1161616.0,24,2,1,2024,0,0,0,0,CLEAN,1.05154
2024-01-25,60868661.0,60868661.0,67.5,89386721.0,-28536695.0,0.0,0.0,0.0,0.0,0.0,18635.0,25,3,1,2024,0,0,0,0,CLEAN,1.051608
2024-01-26,61068402.0,61068402.0,65.1,89392539.0,-28339260.0,0.0,0.0,0.0,0.0,0.0,15122.0,26,4,1,2024,0,0,0,0,CLEAN,1.051677
2024-01-27,64715455.0,64715455.0,56.9,89398357.0,-28127323.0,0.0,0.0,0.0,0.0,3575934.0,-131514.0,27,5,1,2024,0,0,0,1,CLEAN,1.051745
2024-01-28,64208753.0,64208753.0,64.2,89404175.0,-27900887.0,0.0,0.0,0.0,0.0,3576167.0,-870702.0,28,6,1,2024,0,0,0,1,CLEAN,1.051814
2024-01-29,59757666.0,59757666.0,63.4,89409993.0,-27659966.0,0.0,0.0,0.0,0.0,0.0,-1992361.0,29,0,1,2024,0,0,0,0,CLEAN,1.051882
2024-01-30,62135531.0,62135531.0,62.8,89415811.0,-27404586.0,0.0,0.0,0.0,0.0,0.0,124305.0,30,1,1,2024,0,0,0,0,CLEAN,1.051951
2024-01-31,61256233.0,61256233.0,66.2,89421629.0,-27134782.0,0.0,0.0,0.0,0.0,0.0,-1030614.0,31,2,1,2024,0,0,0,0,CLEAN,1.052019
2024-02-01,62692195.0,62692195.0,63.7,89427447.0,-26850605.0,0.0,0.0,0.0,0.0,0.0,115353.0,32,3,2,2024,0,0,0,0,CLEAN,1.052088
2024-02-02,61815943.0,61815943.0,64.3,89433265.0,-26552114.0,0.0,0.0,0.0,0.0,0.0,-1065209.0,33,4,2,2024,0,0,0,0,CLEAN,1.052156
2024-02-03,65301978.0,65301978.0,64.0,89439083.0,-26239382.0,0.0,0.0,0.0,0.0,3577563.0,-1475287.0,34,5,2,2024,0,0,0,1,CLEAN,1.052225
2024-02-04,67424557.0,67424557.0,63.0,89444901.0,-25912492.0,0.0,0.0,0.0,0.0,3577796.0,314352.0,35,6,2,2024,0,0,0,1,CLEAN,1.052293
2024-02-05,64081679.0,64081679.0,54.6,89450719.0,-25571541.0,0.0,0.0,0.0,0.0,0.0,202501.0,36,0,2,2024,0,0,0,0,CLEAN,1.052361
2024-02-06,65017210.0,65017210.0,62.2,89456537.0,-25216635.0,0.0,0.0,0.0,0.0,0.0,777308.0,37,1,2,2024,0,0,0,0,CLEAN,1.05243
2024-02-07,67547749.0,67547749.0,59.8,89462355.0,-24847894.0,0.0,0.0,0.0,0.0,0.0,2933288.0,38,2,2,2024,0,0,0,0,CLEAN,1.052498
2024-02-08,559945886.0,65374853.0,57.1,89468172.0,-24465448.0,0.0,0.0,0.0,0.0,0.0,372129.0,39,3,2,2024,0,0,0,0,OUTLIER_HIGH,1.052567
2024-02-09,66055584.0,66055584.0,69.1,89473990.0,-24069440.0,0.0,0.0,0.0,0.0,0.0,651033.0,40,4,2,2024,0,0,0,0,CLEAN,1.052635
2024-02-10,67952679.0,67952679.0,69.5,89479808.0,-23660022.0,0.0,0.0,0.0,0.0,3579192.0,-1446300.0,41,5,2,2024,0,0,0,1,CLEAN,1.052704
2024-02-11,68100295.0,68100295.0,68.2,89485626.0,-23237361.0,0.0,0.0,0.0,0.0,3579425.0,-1727396.0,42,6,2,2024,0,0,0,1,CLEAN,1.052772
2024-02-12,68814558.0,68814558.0,64.0,89491444.0,-22801632.0,0.0,0.0,0.0,0.0,0.0,2124745.0,43,0,2,2024,0,0,0,0,CLEAN,1.052841
2024-02-13,65904506.0,65904506.0,68.5,89497262.0,-22353023.0,0.0,0.0,0.0,0.0,0.0,-1239734.0,44,1,2,2024,0,0,0,0,CLEAN,1.052909
2024-02-14,66209806.0,66209806.0,63.4,89503080.0,-21891731.0,0.0,0.0,0.0,0.0,0.0,-1401543.0,45,2,2,2024,0,0,0,0,CLEAN,1.052977
2024-02-15,68038435.0,68038435.0,64.3,89508898.0,-21417967.0,0.0,0.0,0.0,0.0,0.0,-52496.0,46,3,2,2024,0,0,0,0,CLEAN,1.053046
2024-02-16,68461662.0,68461662.0,59.3,89514716.0,-20931951.0,0.0,0.0,0.0,0.0,0.0,-121103.0,47,4,2,2024,0,0,0,0,CLEAN,1.053114
2024-02-17,71455549.0,71455549.0,65.5,89520534.0,-20433913.0,0.0,0.0,0.0,0.0,3580821.0,-1211893.0,48,5,2,2024,0,0,0,1,CLEAN,1.053183
2024-02-18,72773765.0,72773765.0,64.3,89526352.0,-19924094.0,0.0,0.0,0.0,0.0,3581054.0,-409547.0,49,6,2,2024,0,0,0,1,CLEAN,1.053251
2024-02-19,71780454.0,71780454.0,59.1,89532170.0,-19402746.0,0.0,0.0,0.0,0.0,0.0,1651030.0,50,0,2,2024,0,0,0,0,CLEAN,1.05332
2024-02-20,69585352.0,69585352.0,64.3,89537988.0,-18870130.0,0.0,0.0,0.0,0.0,0.0,-1082506.0,51,1,2,2024,0,0,0,0,CLEAN,1.053388
2024-02-21,69345367.0,69345367.0,64.4,89543806.0,-18326518.0,0.0,0.0,0.0,0.0,0.0,-1871921.0,52,2,2,2024,0,0,0,0,CLEAN,1.053457
2024-02-22,73043568.0,73043568.0,72.1,89549624.0,-17772189.0,0.0,0.0,0.0,0.0,0.0,1266134.0,53,3,2,2024,0,0,0,0,CLEAN,1.053525
2024-02-23,73009324.0,73009324.0,68.7,89555441.0,-17207435.0,0.0,0.0,0.0,0.0,0.0,661318.0,54,4,2,2024,0,0,0,0,CLEAN,1.053593
2024-02-24,75677538.0,75677538.0,65.4,89561259.0,-16632555.0,0.0,0.0,0.0,0.0,3582450.0,-833616.0,55,5,2,2024,0,0,0,1,CLEAN,1.053662
2024-02-25,74976252.0,74976252.0,66.6,89567077.0,-16047858.0,0.0,0.0,0.0,0.0,3582683.0,-2125651.0,56,6,2,2024,0,0,0,1,CLEAN,1.05373
2024-02-26,73118765.0,73118765.0,66.0,89572895.0,-15453659.0,0.0,0.0,0.0,0.0,0.0,-1000471.0,57,0,2,2024,0,0,0,0,CLEAN,1.053799
2024-02-27,74654922.0,74654922.0,65.2,89578713.0,-14850286.0,0.0,0.0,0.0,0.0,0.0,-73505.0,58,1,2,2024,0,0,0,0,CLEAN,1.053867
2024-02-28,76912853.0,76912853.0,61.9,89584531.0,-14238071.0,0.0,0.0,0.0,0.0,0.0,1566393.0,59,2,2,2024,0,0,0,0,CLEAN,1.053936
2024-02-29,74579977.0,74579977.0,65.9,89590349.0,-13617356.0,0.0,0.0,0.0,0.0,0.0,-1393016.0,60,3,2,2024,0,0,0,0,CLEAN,1.054004
2024-03-01,76494088.0,76494088.0,64.0,89596167.0,-12988489.0,0.0,0.0,0.0,0.0,0.0,-113590.0,61,4,3,2024,0,0,0,0,CLEAN,1.054073
2024-03-02,81741651.0,81741651.0,62.2,89601985.0,-12351828.0,0.0,0.0,0.0,0.0,3584079.0,907415.0,62,5,3,2024,0,0,0,1,CLEAN,1.054141
2024-03-03,78283679.0,78283679.0,69.5,89607803.0,-11707734.0,0.0,0.0,0.0,0.0,3584312.0,-3200702.0,63,6,3,2024,0,0,0,1,CLEAN,1.054209
2024-03-04,79946661.0,79946661.0,69.3,89613621.0,-11056579.0,0.0,0.0,0.0,0.0,0.0,1389620.0,64,0,3,2024,0,0,0,0,CLEAN,1.054278
2024-03-05,77631142.0,77631142.0,60.8,89619439.0,-10398738.0,0.0,0.0,0.0,0.0,0.0,-1589558.0,65,1,3,2024,0,0,0,0,CLEAN,1.054346
2024-03-06,80336990.0,80336990.0,67.7,89625257.0,-9734594.0,0.0,0.0,0.0,0.0,0.0,446328.0,66,2,3,2024,0,0,0,0,CLEAN,1.054415
2024-03-07,80898198.0,80898198.0,72.4,89631075.0,-9064534.0,0.0,0.0,0.0,0.0,0.0,331657.0,67,3,3,2024,0,0,0,0,CLEAN,1.054483
2024-03-08,82706226.0,82706226.0,72.9,89636893.0,-8388951.0,0.0,0.0,0.0,0.0,0.0,1458284.0,68,4,3,2024,0,0,0,0,CLEAN,1.054552
2024-03-09,86260970.0,86260970.0,73.0,89642710.0,-7708244.0,0.0,0.0,0.0,0.0,3585708.0,740795.0,69,5,3,2024,0,0,0,1,CLEAN,1.05462
2024-03-10,83014846.0,83014846.0,69.4,89648528.0,-7022815.0,0.0,0.0,0.0,0.0,3585941.0,-3196809.0,70,6,3,2024,0,0,0,1,CLEAN,1.054689
2024-03-11,82265892.0,82265892.0,66.1,89654346.0,-6333071.0,0.0,0.0,0.0,0.0,0.0,-1055383.0,71,0,3,2024,0,0,0,0,CLEAN,1.054757
2024-03-12,84206613.0,84206613.0,65.4,89660164.0,-5639424.0,0.0,0.0,0.0,0.0,0.0,185872.0,72,1,3,2024,0,0,0,0,CLEAN,1.054825
2024-03-13,84461450.0,84461450.0,71.4,89665982.0,-4942286.0,0.0,0.0,0.0,0.0,0.0,-262246.0,73,2,3,2024,0,0,0,0,CLEAN,1.054894
2024-03-14,86072146.0,86072146.0,71.8,89671800.0,-4242077.0,0.0,0.0,0.0,0.0,0.0,642423.0,74,3,3,2024,0,0,0,0,CLEAN,1.054962
2024-03-15,87200229.0,87200229.0,75.6,89677618.0,-3539217.0,0.0,0.0,0.0,0.0,0.0,1061828.0,75,4,3,2024,0,0,0,0,CLEAN,1.055031
2024-03-16,91255167.0,91255167.0,75.2,89683436.0,-2834127.0,0.0,0.0,0.0,0.0,3587337.0,818521.0,76,5,3,2024,0,0,0,1,CLEAN,1.055099
2024-03-17,90861318.0,90861318.0,70.5,89689254.0,-2127234.0,0.0,0.0,0.0,0.0,3587570.0,-288272.0,77,6,3,2024,0,0,0,1,CLEAN,1.055168
2024-03-18,85791999.0,85791999.0,66.3,89695072.0,-1418963.0,0.0,0.0,0.0,0.0,0.0,-2484110.0,78,0,3,2024,0,0,0,0,CLEAN,1.055236
2024-03-19,88378292.0,88378292.0,70.3,89700890.0,-709742.0,0.0,0.0,0.0,0.0,0.0,-612856.0,79,1,3,2024,0,0,0,0,CLEAN,1.055305
2024-03-20,90266973.0,90266973.0,72.7,89706708.0,0.0,0.0,0.0,0.0,0.0,0.0,560265.0,80,2,3,2024,0,0,0,0,CLEAN,1.055373
2024-03-21,88954958.0,88954958.0,71.3,89712526.0,709834.0,0.0,0.0,0.0,0.0,0.0,-1467402.0,81,3,3,2024,0,0,0,0,CLEAN,1.055441
2024-03-22,91987228.0,91987228.0,70.1,89718344.0,1419331.0,0.0,0.0,0.0,0.0,0.0,849554.0,82,4,3,2024,0,0,0,0,CLEAN,1.05551
2024-03-23,96663762.0,96663762.0,73.7,89724162.0,2128062.0,0.0,0.0,0.0,0.0,3588966.0,1222572.0,83,5,3,2024,0,0,0,1,CLEAN,1.055578
2024-03-24,96325533.0,96325533.0,70.9,89729979.0,2835598.0,0.0,0.0,0.0,0.0,3589199.0,170757.0,84,6,3,2024,0,0,0,1,CLEAN,1.055647
2024-03-25,89153349.0,89153349.0,70.7,89735797.0,3541513.0,0.0,0.0,0.0,0.0,0.0,-4123961.0,85,0,3,2024,0,0,0,0,CLEAN,1.055715
2024-03-26,92266530.0,92266530.0,74.7,89741615.0,4245380.0,0.0,0.0,0.0,0.0,0.0,-1720466.0,86,1,3,2024,0,0,0,0,CLEAN,1.055784
2024-03-27,97233419.0,97233419.0,72.1,89747433.0,4946776.0,0.0,0.0,0.0,0.0,0.0,2539210.0,87,2,3,2024,0,0,0,0,CLEAN,1.055852
2024-03-28,94662727.0,94662727.0,75.0,89753251.0,5645278.0,0.0,0.0,0.0,0.0,0.0,-735803.0,88,3,3,2024,0,0,0,0,CLEAN,1.055921
2024-03-29,93428115.0,93428115.0,75.4,89759069.0,6340469.0,0.0,0.0,0.0,0.0,0.0,-2671423.0,89,4,3,2024,0,0,0,0,CLEAN,1.055989
2024-03-30,102050640.0,102050640.0,70.0,89764887.0,7031930.0,0.0,0.0,0.0,0.0,3590595.0,1663228.0,90,5,3,2024,0,0,0,1,CLEAN,1.056057
2024-03-31,101098767.0,101098767.0,72.9,89770705.0,7719250.0,0.0,0.0,0.0,0.0,3590828.0,17984.0,91,6,3,2024,0,0,0,1,CLEAN,1.056126
2024-04-01,99708315.0,99708315.0,80.6,89776523.0,8402019.0,41807.0,0.0,0.0,0.0,0.0,1487966.0,92,0,4,2024,0,0,0,0,CLEAN,1.056194
2024-04-02,99235163.0,99235163.0,70.5,89782341.0,9079832.0,0.0,0.0,0.0,0.0,0.0,372990.0,93,1,4,2024,0,0,0,0,CLEAN,1.056263
2024-04-03,100158044.0,100158044.0,66.9,89788159.0,9752288.0,0.0,0.0,0.0,0.0,0.0,617598.0,94,2,4,2024,0,0,0,0,CLEAN,1.056331
2024-04-04,100701908.0,100701908.0,68.2,89793977.0,10418990.0,0.0,0.0,0.0,0.0,0.0,488941.0,95,3,4,2024,0,0,0,0,CLEAN,1.0564
2024-04-05,101818859.0,101818859.0,76.0,89799795.0,11079549.0,0.0,0.0,0.0,0.0,0.0,939515.0,96,4,4,2024,0,0,0,0,CLEAN,1.056468
2024-04-06,108199307.0,108199307.0,76.3,89805613.0,11733579.0,0.0,0.0,0.0,0.0,3592225.0,3067891.0,97,5,4,2024,0,0,0,1,CLEAN,1.056537
2024-04-07,107092700.0,107092700.0,76.0,89811431.0,12380700.0,0.0,0.0,0.0,0.0,3592457.0,1308112.0,98,6,4,2024,0,0,0,1,CLEAN,1.056605
2024-04-08,100820852.0,100820852.0,81.6,89817248.0,13020539.0,112191.0,0.0,0.0,0.0,0.0,-2129126.0,99,0,4,2024,0,0,0,0,CLEAN,1.056674
2024-04-09,104077602.0,104077602.0,66.3,89823066.0,13652728.0,0.0,0.0,0.0,0.0,0.0,601808.0,100,1,4,2024,0,0,0,0,CLEAN,1.056742
2024-04-10,105643860.0,105643860.0,78.8,89828884.0,14276907.0,0.0,0.0,0.0,0.0,0.0,1538069.0,101,2,4,2024,0,0,0,0,CLEAN,1.05681
2024-04-11,106616305.0,106616305.0,83.7,89834702.0,14892724.0,268215.0,0.0,0.0,0.0,0.0,1620664.0,102,3,4,2024,0,0,0,0,CLEAN,1.056879
2024-04-12,104765456.0,104765456.0,73.2,89840520.0,15499832.0,0.0,0.0,0.0,0.0,0.0,-574896.0,103,4,4,2024,0,0,0,0,CLEAN,1.056947
2024-04-13,111108075.0,111108075.0,76.5,89846338.0,16097893.0,0.0,0.0,0.0,0.0,3593854.0,1569990.0,104,5,4,2024,0,0,0,1,CLEAN,1.057016
2024-04-14,421585470.0,111383215.0,75.2,89852156.0,16686578.0,0.0,0.0,0.0,0.0,3594086.0,1250395.0,105,6,4,2024,0,0,0,1,UNIT_ERROR,1.057084
2024-04-15,110590957.0,110590957.0,74.9,89857974.0,17265565.0,0.0,0.0,0.0,0.0,0.0,3467418.0,106,0,4,2024,0,0,0,0,CLEAN,1.057153
2024-04-16,106687362.0,106687362.0,77.4,89863792.0,17834540.0,0.0,0.0,0.0,0.0,0.0,-1010970.0,107,1,4,2024,0,0,0,0,CLEAN,1.057221
2024-04-17,107916901.0,107916901.0,84.7,89869610.0,18393198.0,338091.0,0.0,0.0,0.0,0.0,-683998.0,108,2,4,2024,0,0,0,0,CLEAN,1.05729
2024-04-18,108877448.0,108877448.0,86.6,89875428.0,18941246.0,473463.0,0.0,0.0,0.0,0.0,-412689.0,109,3,4,2024,0,0,0,0,CLEAN,1.057358
2024-04-19,108698714.0,108698714.0,78.1,89881246.0,19478395.0,0.0,0.0,0.0,0.0,0.0,-660927.0,110,4,4,2024,0,0,0,0,CLEAN,1.057426
2024-04-20,112814378.0,112814378.0,87.3,89887064.0,20004371.0,527482.0,0.0,0.0,0.0,3595483.0,-1200020.0,111,5,4,2024,0,0,0,1,CLEAN,1.057495
2024-04-21,110289124.0,110289124.0,80.1,89892882.0,20518905.0,6795.0,0.0,0.0,0.0,3595715.0,-3725173.0,112,6,4,2024,0,0,0,1,CLEAN,1.057563
2024-04-22,110852246.0,110852246.0,87.2,89898700.0,21021741.0,517990.0,0.0,0.0,0.0,0.0,-586184.0,113,0,4,2024,0,0,0,0,CLEAN,1.057632
2024-04-23,111918737.0,111918737.0,80.0,89904517.0,21512632.0,3483.0,0.0,0.0,0.0,0.0,498104.0,114,1,4,2024,0,0,0,0,CLEAN,1.0577
2024-04-24,111321260.0,111321260.0,81.2,89910335.0,21991343.0,84768.0,0.0,0.0,0.0,0.0,-665186.0,115,2,4,2024,0,0,0,0,CLEAN,1.057769
2024-04-25,115153003.0,115153003.0,82.3,89916153.0,22457646.0,168874.0,0.0,0.0,0.0,0.0,2610330.0,116,3,4,2024,0,0,0,0,CLEAN,1.057837
2024-04-26,113846353.0,113846353.0,93.8,89921971.0,22911326.0,995013.0,0.0,0.0,0.0,0.0,18042.0,117,4,4,2024,0,0,0,0,CLEAN,1.057906
2024-04-27,118960364.0,118960364.0,84.8,89927789.0,23352181.0,341792.0,0.0,0.0,0.0,3597112.0,1741491.0,118,5,4,2024,0,0,0,1,CLEAN,1.057974
2024-04-28,117663623.0,117663623.0,78.7,89933607.0,23780015.0,0.0,0.0,0.0,0.0,3597344.0,352657.0,119,6,4,2024,0,0,0,1,CLEAN,1.058042
2024-04-29,115657577.0,115657577.0,85.7,89939425.0,24194647.0,408606.0,0.0,0.0,0.0,0.0,1114899.0,120,0,4,2024,0,0,0,0,CLEAN,1.058111
2024-04-30,114959877.0,114959877.0,80.6,89945243.0,24595905.0,41982.0,0.0,0.0,0.0,0.0,376747.0,121,1,4,2024,0,0,0,0,CLEAN,1.058179
2024-05-01,116803087.0,116803087.0,80.3,89951061.0,24983631.0,21541.0,0.0,0.0,0.0,0.0,1846854.0,122,2,5,2024,0,0,0,0,CLEAN,1.058248
2024-05-02,115830480.0,115830480.0,86.1,89956879.0,25357675.0,440444.0,0.0,0.0,0.0,0.0,75482.0,123,3,5,2024,0,0,0,0,CLEAN,1.058316
2024-05-03,116554308.0,116554308.0,82.8,89962697.0,25717901.0,204225.0,0.0,0.0,0.0,0.0,669485.0,124,4,5,2024,0,0,0,0,CLEAN,1.058385
2024-05-04,120417693.0,120417693.0,84.1,89968515.0,26064185.0,291876.0,0.0,0.0,0.0,3598741.0,494376.0,125,5,5,2024,0,0,0,1,CLEAN,1.058453
2024-05-05,119812769.0,119812769.0,83.2,89974333.0,26396412.0,232126.0,0.0,0.0,0.0,3598973.0,-389074.0,126,6,5,2024,0,0,0,1,CLEAN,1.058522
2024-05-06,117582711.0,117582711.0,84.7,89980151.0,26714480.0,341475.0,0.0,0.0,0.0,0.0,546606.0,127,0,5,2024,0,0,0,0,CLEAN,1.05859
2024-05-07,120403660.0,120403660.0,85.3,89985969.0,27018301.0,383439.0,0.0,0.0,0.0,0.0,3015951.0,128,1,5,2024,0,0,0,0,CLEAN,1.058658
2024-05-08,116934579.0,116934579.0,76.1,89991786.0,27307795.0,0.0,0.0,0.0,0.0,0.0,-365003.0,129,2,5,2024,0,0,0,0,CLEAN,1.058727
2024-05-09,118633002.0,118633002.0,86.8,89997604.0,27582896.0,486238.0,0.0,0.0,0.0,0.0,566263.0,130,3,5,2024,0,0,0,0,CLEAN,1.058795
2024-05-10,119573192.0,119573192.0,80.4,90003422.0,27843550.0,28154.0,0.0,0.0,0.0,0.0,1698066.0,131,4,5,2024,0,0,0,0,CLEAN,1.058864
2024-05-11,-17783378.0,123238823.0,78.8,90009240.0,28089713.0,0.0,0.0,0.0,0.0,3600370.0,1539500.0,132,5,5,2024,0,0,0,1,NEGATIVE,1.058932
2024-05-12,122280711.0,122280711.0,84.6,90015058.0,28321355.0,327875.0,0.0,0.0,0.0,3600602.0,15820.0,133,6,5,2024,0,0,0,1,CLEAN,1.059001
2024-05-13,115726923.0,115726923.0,85.4,90020876.0,28538455.0,385913.0,0.0,0.0,0.0,0.0,-3218321.0,134,0,5,2024,0,0,0,0,CLEAN,1.059069
2024-05-14,119644532.0,119644532.0,82.5,90026694.0,28741006.0,179076.0,0.0,0.0,0.0,0.0,697756.0,135,1,5,2024,0,0,0,0,CLEAN,1.059138
2024-05-15,116599718.0,116599718.0,88.8,90032512.0,28929012.0,635567.0,0.0,0.0,0.0,0.0,-2997373.0,136,2,5,2024,0,0,0,0,CLEAN,1.059206
2024-05-16,121152928.0,121152928.0,80.4,90038330.0,29102487.0,26850.0,0.0,0.0,0.0,0.0,1985260.0,137,3,5,2024,0,0,0,0,CLEAN,1.059274
2024-05-17,119848358.0,119848358.0,84.4,90044148.0,29261459.0,313850.0,0.0,0.0,0.0,0.0,228902.0,138,4,5,2024,0,0,0,0,CLEAN,1.059343
2024-05-18,124688463.0,124688463.0,83.9,90049966.0,29405964.0,280225.0,0.0,0.0,0.0,3601999.0,1350309.0,139,5,5,2024,0,0,0,1,CLEAN,1.059411
2024-05-19,122428548.0,122428548.0,86.3,90055784.0,29536053.0,453084.0,0.0,0.0,0.0,3602231.0,-1218605.0,140,6,5,2024,0,0,0,1,CLEAN,1.05948
2024-05-20,118180767.0,118180767.0,87.8,90061602.0,29651786.0,564699.0,0.0,0.0,0.0,0.0,-2097320.0,141,0,5,2024,0,0,0,0,CLEAN,1.059548
2024-05-21,120384653.0,120384653.0,82.9,90067420.0,29753232.0,211719.0,0.0,0.0,0.0,0.0,352282.0,142,1,5,2024,0,0,0,0,CLEAN,1.059617
2024-05-22,120597201.0,120597201.0,90.1,90073238.0,29840476.0,728889.0,0.0,0.0,0.0,0.0,-45402.0,143,2,5,2024,0,0,0,0,CLEAN,1.059685
2024-05-23,119884724.0,119884724.0,87.7,90079055.0,29913607.0,556224.0,0.0,0.0,0.0,0.0,-664163.0,144,3,5,2024,0,0,0,0,CLEAN,1.059754
2024-05-24,120182616.0,120182616.0,80.1,90084873.0,29972731.0,10611.0,0.0,0.0,0.0,0.0,114401.0,145,4,5,2024,0,0,0,0,CLEAN,1.059822
2024-05-25,127461371.0,127461371.0,80.1,90090691.0,30017960.0,9289.0,0.0,0.0,0.0,3603628.0,3739803.0,146,5,5,2024,0,0,0,1,CLEAN,1.05989
2024-05-26,125465879.0,125465879.0,88.2,90096509.0,30049417.0,588274.0,0.0,0.0,0.0,3603860.0,1127818.0,147,6,5,2024,0,0,0,1,CLEAN,1.059959
